Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
pri_immunodef_type,baseline_health_status,,checkbox,"Primary immunodeficiencies, check all that apply","1, Phagocyte disorder (e.g. chronic granulomatous disease, leukocyte adhesion disorder) | 2, Immunoglobulin disorder (e.g. X-linked agammaglobulinemia, IgA deficiency) | 3, Severe combined immunodeficiency disorder | 4, Other primary immunodeficiency disorder",,,,,,"[pri_immunodef] = ""1""",Y,,,,,
pri_immunodef_type_other,baseline_health_status,,text,"Other primary immunodeficiency disorder, describe:",,,,,,,"[pri_immunodef_type(4)] = ""1""",Y,,,,,
bmt_sct_non_onc,baseline_health_status,,radio,Bone marrow transplant for non-oncologic disease,"1, Yes | 0, No",,,,,,"[immune_hx] = ""1""",Y,RH,,,,
immune_hx_other,baseline_health_status,,radio,Other disorder requiring treatment that suppresses the immune system?,"1, Yes | 0, No",,,,,,"[immune_hx] = ""1""",Y,RH,,,,
immune_hx_other_list,baseline_health_status,,text,Please name disorder,,,,,,,"[immune_hx_other] = ""1""",Y,,,,,
rheum_autoimmune_hx,baseline_health_status,"Rheumatologic/Autoimmune Disorders, including:

- Systemic lupus erythematosus/Mixed connective tissue disease
- Rheumatoid arthritis/juvenile idiopathic arthritis/psoriatic arthritis
- Psoriasis
- Scleroderma
- Vasculitis
- History of Kawasaki disease or Atypical Kawasaki Disease (prior to this illness)
- Other",radio,Does the participant have a RHEUMATOLOGIC/AUTOIMMUNE DISORDER?,"1, Yes | 0, No",,,,,,"[med_condition]=""1""",Y,RH,,,,
lupus,baseline_health_status,,radio,Systemic lupus erythematosus/Mixed connective tissue disease,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
rheumatoid_arthritis,baseline_health_status,,radio,Rheumatoid arthritis/juvenile idiopathic arthritis/psoriatic arthritis,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
psoriasis,baseline_health_status,,radio,Psoriasis,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
scleroderma,baseline_health_status,,radio,Scleroderma,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
vasculitis_hx,baseline_health_status,,radio,Vasculitis,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
kawasaki_disease_hx,baseline_health_status,,radio,History of Kawasaki Disease or Atypical Kawasaki Disease (prior to this illness),"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
rheum_autoimmune_other,baseline_health_status,,radio,Other underlying rheumatologic/autoimmune disorder?,"1, Yes | 0, No",,,,,,"[rheum_autoimmune_hx]=""1""",Y,RH,,,,
rheum_autoim_oth_list,baseline_health_status,,text,Other,,,,,,,"[rheum_autoimmune_other]=""1""",Y,,,,,
hematologic_hx,baseline_health_status,"Hematologic Disorder, including:

- Congenital bleeding disorder (e.g. hemophilia, von Willebrand)
- Sickle cell disease
- Other hemoglobinopathy (e.g. thalassemia)
- Bone marrow failure pre-transplant
- Chronic thrombocytopenia
- History of deep venous thrombosis or thrombotic disorder
- Other",radio,Does the participant have a HEMATOLOGIC DISORDER?,"1, Yes | 0, No",,,,,,"[med_condition]=""1""",Y,RH,,,,
congenital_bleeding,baseline_health_status,,radio,"Congenital Bleeding Disorder (e.g. hemophilia, von Willebrand)","1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
sickle_cell_disease,baseline_health_status,,radio,Sickle cell disease,"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
hemoglobinopathy,baseline_health_status,,radio,Other hemoglobinopathy (e.g. thalassemia),"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
bone_marrow_failure,baseline_health_status,,radio,Bone marrow failure (pre-transplant),"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
chron_thrombocytopenia,baseline_health_status,,radio,Chronic thrombocytopenia,"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
dvt_thrombotic,baseline_health_status,,radio,History of deep venous thrombosis or thrombotic disorder,"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
hematologic_other,baseline_health_status,,radio,Other underlying hematologic disorder?,"1, Yes | 0, No",,,,,,"[hematologic_hx]=""1""",Y,RH,,,,
hematologic_other_list,baseline_health_status,,text,Other,,,,,,,"[hematologic_other]=""1""",Y,,,,,
renal_urologic_hx,baseline_health_status,"Renal or Urologic Dysfunction, including:

- Chronic kidney disease
- Receiving hemodialysis at least weekly
- Receiving peritoneal dialysis
- Meatitis or sterile pyuria
- Other",radio,Does the participant have underlying RENAL OR UROLOGIC DYSFUNCTION?,"1, Yes | 0, No",,,,,,"[med_condition] = ""1""",Y,RH,,,,
kidney_dx,baseline_health_status,,radio,Chronic kidney disease,"1, Yes | 0, No",,,,,,"[renal_urologic_hx] = ""1""",Y,RH,,,,
hemodialysis,baseline_health_status,,radio,Receiving hemodialysis at least weekly?,"1, Yes | 0, No",,,,,,"[renal_urologic_hx] = ""1""",Y,RH,,,,
peritoneal_dialysis,baseline_health_status,,radio,Receiving peritoneal dialysis?,"1, Yes | 0, No",,,,,,"[renal_urologic_hx] = ""1""",Y,RH,,,,
meatitis_sterile_pyuria,baseline_health_status,,radio,Meatitis or sterile pyuria noted in chart,"1, Yes | 0, No",,,,,,"[renal_urologic_hx]=""1""",Y,RH,,,,
renal_urologic_other,baseline_health_status,,radio,Other underlying renal or urologic dysfunction?,"1, Yes | 0, No",,,,,,"[renal_urologic_hx] = ""1""",Y,RH,,,,
renal_urologic_other_list,baseline_health_status,,text,Other,,,,,,,"[renal_urologic_other]=""1""",Y,,,,,
gi_hepatic_hx,baseline_health_status,"GI and Hepatic Dysfunction, including:

- Chronic liver disease
- Gastroesophageal reflux
- Inflammatory bowel disease
- Feeding through a tube
- Other",radio,Does the participant have a GASTROINTESTINAL/HEPATIC DISORDER?,"1, Yes | 0, No",,,,,,"[med_condition] = ""1""",Y,RH,,,,
chronic_liver_dx,baseline_health_status,,radio,Chronic liver disease,"1, Yes | 0, No",,,,,,"[gi_hepatic_hx] = ""1""",Y,RH,,,,
gerd,baseline_health_status,,radio,Gastroesophageal reflux,"1, Yes | 0, No",,,,,,"[gi_hepatic_hx] = ""1""",Y,RH,,,,
ibd,baseline_health_status,,radio,Inflammatory bowel disease,"1, Yes | 0, No",,,,,,"[gi_hepatic_hx] = ""1""",Y,RH,,,,
feeding_tube,baseline_health_status,,radio,Feeding through a tube,"1, Yes | 0, No",,,,,,"[gi_hepatic_hx] = ""1""",Y,RH,,,,
gi_hepatic_other,baseline_health_status,,radio,Other underlying gastrointestinal/hepatic disorder?,"1, Yes | 0, No",,,,,,"[gi_hepatic_hx]=""1""",Y,RH,,,,
gi_hepatic_other_list,baseline_health_status,,text,Other,,,,,,,"[gi_hepatic_other]=""1""",Y,,,,,
endocrine_hx,baseline_health_status,"Endocrine Disorder, including:

- Diabetes mellitus
- Adrenal insufficiency
- Hypothyroidism
- Other",radio,Does the participant have an ENDOCRINE DISORDER?,"1, Yes | 0, No",,,,,,[med_condition] = '1',Y,RH,,,,
diabetes,baseline_health_status,,radio,Diabetes mellitus,"1, Yes, type I | 2, Yes, type II | 0, No",,,,,,"[endocrine_hx] =""1""",Y,,,,,
insulin_dependance,baseline_health_status,,radio,Insulin dependent,"1, Yes | 0, No",,,,,,"[diabetes] = ""1"" or [diabetes]=""2""",Y,RH,,,,
other_glucose_meds,baseline_health_status,,radio,Other glucose control medications,"1, Yes | 0, No",,,,,,"[diabetes] = ""1"" or [diabetes]=""2""",Y,RH,,,,
adrenal_insufficiency,baseline_health_status,,radio,Adrenal insufficiency,"1, Yes | 0, No",,,,,,"[endocrine_hx]=""1""",Y,RH,,,,
hypothyroidism,baseline_health_status,,radio,Hypothyroidism,"1, Yes | 0, No",,,,,,"[endocrine_hx]=""1""",Y,RH,,,,
endocrine_other,baseline_health_status,,radio,Other underlying endocrine disorder?,"1, Yes | 0, No",,,,,,"[endocrine_hx]=""1""",Y,RH,,,,
endocrine_other_list,baseline_health_status,,text,Other,,,,,,,"[endocrine_other]=""1""",Y,,,,,
metabolic_genetic_hx,baseline_health_status,"Metabolic or Confirmed or Suspected Genetic Disorders, including:

- Obesity
- Trisomy 21
- Mitochondrial disorder
- Fatty acid oxidation defect
- Other",radio,Does the participant have a METABOLIC OR CONFIRMED or SUSPECTED GENETIC DISORDER?,"1, Yes | 0, No",,,,,,"[med_condition] = ""1""",Y,RH,,,,
obesity,baseline_health_status,,radio,Obesity,"1, Yes | 0, No",,,,,,"[metabolic_genetic_hx] =""1""",Y,RH,,,,
trisomy_21,baseline_health_status,,radio,Trisomy 21,"1, Yes | 0, No",,,,,,"[metabolic_genetic_hx] =""1""",Y,RH,,,,
mitchondrial_dx,baseline_health_status,,radio,Mitochondrial disorder,"1, Yes | 0, No",,,,,,"[metabolic_genetic_hx] =""1""",Y,RH,,,,
fatty_oxidation_defect,baseline_health_status,,radio,Fatty acid oxidation defect,"1, Yes | 0, No",,,,,,"[metabolic_genetic_hx] =""1""",Y,RH,,,,
metabolic_genetic_oth,baseline_health_status,,radio,Other underlying metabolic or genetic disorder,"1, Yes | 0, No",,,,,,"[metabolic_genetic_hx] =""1""",Y,RH,,,,
metabolic_genetic_oth_list,baseline_health_status,,text,Other,,,,,,,"[metabolic_genetic_oth] = ""1""",Y,,,,,
other_hx,baseline_health_status,Other Underlying Ongoing Conditions,radio,Does the participant have OTHER UNDERLYING ONGOING CONDITIONS NOT COVERED ABOVE?,"1, Yes | 0, No",,,,,,"[med_condition] = ""1""",Y,RH,,,,
other_hx_list,baseline_health_status,,text,Please name each condition,,,,,,,"[other_hx] = ""1""",Y,,,,,
entry_to_hosp_na,entry_into_healthcare_system,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[elig] <> ""1""",,LV,,,,
pt_source,entry_into_healthcare_system,,radio,Participant source,"1, Emergency Department (this hospital) | 2, Operating Room | 4, Direct admission to the unit | 3, Transfer from other hospital",,,,,,,Y,,,,,
pt_source_osh,entry_into_healthcare_system,,radio,Participant source from outside facility,"1, Other Hospital ICU | 2, Other Hospital Ward | 3, Other Hospital Emergency Department | 4, Unable to determine",,,,,,"[pt_source] = ""3""",Y,,,,,
outside_hosp_admit_date,entry_into_healthcare_system,,text,Date of arrival/admission at outside hospital,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,y,"[pt_source] = ""3""",Y,,,,,
study_hosp_admit_date,entry_into_healthcare_system,,text,Date of admission at study hospital,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/1/20,12/31/21,,,Y,,,,,
pres_na,clinical_presentation_and_status_on_admission,,radio,"<font color=""red"">WARNING: The eligibility form does NOT indicate that this participant is eligible. Please do not complete this form until the participant is eligible according to the Eligibility Form</font>","1, Acknowledged",,,,,,"[elig] <> ""1""",,LV,,,,
hosp_reason_covid,clinical_presentation_and_status_on_admission,Primary Reason for Hospitalization,radio,Is the primary indication for hospitalization related to COVID-19?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
hosp_reason_other,clinical_presentation_and_status_on_admission,,notes,"If no, primary reason for hospitalization:",,,,,,,"[hosp_reason_covid]=""0""",Y,,,,,
pres_lrti,clinical_presentation_and_status_on_admission,Clinical Presentation to ED or within 4 hours of hospital admission (<i>mark all that apply</i>):,radio,Lower respiratory infection,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_cns_infx,clinical_presentation_and_status_on_admission,,radio,Suspected central nervous system infection,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_shock_req_vaso,clinical_presentation_and_status_on_admission,,radio,Shock requiring vasopressors,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_resp_fail,clinical_presentation_and_status_on_admission,,radio,Respiratory failure requiring support,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_cardiac_arrest,clinical_presentation_and_status_on_admission,,radio,Cardiac arrest with CPR,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_stroke_hemorrhage,clinical_presentation_and_status_on_admission,,radio,Stroke or acute intracranial hemorrhage,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_kawasaki,clinical_presentation_and_status_on_admission,,radio,Suspicion of Kawasaki-like Disease,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_other,clinical_presentation_and_status_on_admission,,radio,Other,"1, Yes | 0, No",,,,,,,Y,RH,,,,
pres_other_list,clinical_presentation_and_status_on_admission,,text,Please list:,,,,,,,"[pres_other] = ""1""",Y,,,,,
date_symptom_onset_known,clinical_presentation_and_status_on_admission,<br>,radio,Date of symptom onset known?,"1, Yes | 0, No",,,,,,,Y,RH,,,,
date_symptom_onset,clinical_presentation_and_status_on_admission,,text,Date of first symptom onset:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,y,"[date_symptom_onset_known] = ""1""",Y,,,,,
fever,clinical_presentation_and_status_on_admission,Symptoms in the last 7 days or upon this hospital admission related to this illness (<i>mark all that apply</i>):,radio,Fever > 38 C (100.4 F),"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
fever_onset,clinical_presentation_and_status_on_admission,,text,Date of fever onset:,,"mm-dd-yyyy or enter ""-99"" if unknown",date_mdy,1/30/20,,,"[fever]=""1""",Y,,,,,
cough,clinical_presentation_and_status_on_admission,,radio,Cough,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
cough_sputum,clinical_presentation_and_status_on_admission,,radio,Cough with sputum production,"1, Yes | 0, No | 2, Not recorded",,,,,,"[cough] = ""1""",Y,RH,,,,
cough_hemoptysis,clinical_presentation_and_status_on_admission,,radio,Cough with hemoptysis,"1, Yes | 0, No | 2, Not recorded",,,,,,"[cough] = ""1""",Y,RH,,,,
sob,clinical_presentation_and_status_on_admission,,radio,Shortness of breath,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
chills,clinical_presentation_and_status_on_admission,,radio,Chills/Rigors,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
wheezing,clinical_presentation_and_status_on_admission,,radio,Wheezing,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
sorethroat,clinical_presentation_and_status_on_admission,,radio,Sore throat,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
rhinorrhea_congestion,clinical_presentation_and_status_on_admission,,radio,Rhinorrhea/Congestion,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
chest_pain,clinical_presentation_and_status_on_admission,,radio,Chest pain/Chest burning/Chest tightness,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
chest_indrawing,clinical_presentation_and_status_on_admission,,radio,Lower chest wall indrawing,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
difficulty_walking,clinical_presentation_and_status_on_admission,,radio,New difficulty walking or crawling,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
difficulty_walking_detail,clinical_presentation_and_status_on_admission,,text,"If yes, specify:",,,,,,,"[difficulty_walking]=""1""",Y,,,,,
abdominal_pain,clinical_presentation_and_status_on_admission,,radio,Abdominal pain,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
nausea_lostappetite,clinical_presentation_and_status_on_admission,,radio,Nausea/Loss of appetite,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
vomiting,clinical_presentation_and_status_on_admission,,radio,Vomiting,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
diarrhea,clinical_presentation_and_status_on_admission,,radio,Diarrhea,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
headache,clinical_presentation_and_status_on_admission,,radio,Headache,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
myalgias,clinical_presentation_and_status_on_admission,,radio,Muscle ache (Myalgias),"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
joint_pain,clinical_presentation_and_status_on_admission,,radio,Joint pain (Arthralgia),"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
fatigue,clinical_presentation_and_status_on_admission,,radio,Fatigue/weakness,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
awareness,clinical_presentation_and_status_on_admission,,radio,Altered awareness/confusion,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
seizure,clinical_presentation_and_status_on_admission,,radio,Seizure,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
eye_pain,clinical_presentation_and_status_on_admission,,radio,Eye pain,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
conjunctivitis,clinical_presentation_and_status_on_admission,,radio,Conjunctivitis,"1, Yes | 0, No | 2, Not recorded",,,,,,,Y,RH,,,,
